gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Msrb2,8.15592,8.04887,7.74972,7.90579,7.50929,7.96943
4930525F21Rik,4.46136,4.46385,4.09123,4.1558,4.13593,4.06323
Sgsm3,6.82407,6.84597,6.08064,6.13154,5.90143,5.685
Crygs,4.80039,4.86048,4.75382,4.94636,4.42735,4.07103
Tmem39b,7.49616,7.51556,7.11684,7.18326,6.54657,6.76112
Kif24,5.81357,5.79182,5.22959,5.28745,4.66516,4.65613
Dcdc2c,4.16834,4.08022,3.87926,4.10795,3.353,3.55153
Wfdc12,4.6766,4.63055,4.14968,4.16504,4.14805,4.15171
Sart3,6.6816,6.66532,6.07814,6.25275,5.74358,5.76268
Gm9174,8.35514,8.0724,7.51852,7.6524,7.44557,7.76297
Olfr273,5.56029,6.01419,4.95616,4.98021,4.94075,4.39331
Xpa,7.83397,7.58448,7.35882,7.00699,6.39959,6.61521
Gm600,5.1063,4.8482,4.74875,4.76308,4.61892,4.46222
SNORA63,7.48059,7.29774,4.78765,4.97469,4.58478,4.62835
Gm14047,4.83072,4.78099,4.41456,4.41425,3.97536,3.9492
Tmem232,5.07887,5.05437,4.50269,4.79379,4.22622,4.25448
1700054N08Rik,6.3472,6.21911,5.81138,6.05364,5.81623,6.17984
Zp2,4.80006,4.68156,4.19849,4.32463,4.06004,3.99673
CAAA01090996.1,4.21427,4.38506,3.92751,4.09205,3.76521,3.62185
Olfr1419,5.04191,4.84732,5.01349,4.87461,4.57274,4.48322
S100a1,10.161,10.2003,11.7072,11.6963,11.5772,11.6223
Gm11488,4.24015,4.18953,3.95552,4.04819,3.69049,3.62517
2410022L05Rik,7.84607,7.68395,6.65395,6.82338,6.78074,6.49815
Pi15,5.9031,6.12459,9.50951,9.32084,4.572,4.56636
Pex19,9.35497,9.41226,9.63746,9.67498,9.47358,9.75981
Gm11733,6.0917,5.88942,5.58143,5.56256,5.09768,5.05595
Stk33,4.87037,4.72821,4.13165,4.22053,4.0539,3.90709
Prl8a9,4.39862,4.45768,4.33055,4.4903,3.94574,3.98021
Cyp4f41-ps,5.56756,5.7455,4.90058,5.10441,5.18401,5.00026
Gm10722,12.9971,12.9942,12.9626,12.7224,12.1207,12.2432
Snord15a,6.81365,6.4898,5.96554,5.96915,5.05175,4.9579
n-R5s60,5.04068,5.00721,4.76417,4.68268,4.77624,4.48423
Gm12186,5.06398,4.99851,4.46647,4.53923,4.35128,4.45331
Cd59a,11.2259,11.0366,10.7899,10.5716,10.6928,10.8259
Prp2,7.84279,7.65573,6.91115,7.32468,7.61388,6.88767
Cyb5r4,9.46131,9.23358,8.39834,8.33179,7.93115,8.10881
Gpd1l,7.7165,7.67066,7.87779,7.89128,7.33152,7.37357
Syde1,9.2132,8.90128,8.27208,8.32143,7.73102,7.73862
Ndst3,5.35296,5.16422,4.84842,4.88691,4.28651,4.3771
Elp4,8.77803,8.80304,8.32355,8.27366,7.99206,8.2778
Tgfbi,9.74305,9.52198,9.82479,9.31469,7.47349,7.5323
G630090E17Rik,5.71288,5.85369,5.49366,6.1144,5.26492,5.94788
Fam120b,8.15597,8.08108,7.37933,7.27668,6.63005,6.92229
Mki67,6.31162,6.31758,5.8717,6.1618,4.97958,5.06742
Nr2c1,8.01925,7.88542,7.66944,7.82106,7.05209,7.19692
AC083948.1,5.06203,4.93932,4.88594,4.79755,4.9206,4.79198
Sar1a,10.3923,10.2963,9.53679,9.59666,9.33686,9.40933
Gabrb3,8.32015,8.17253,5.70852,5.39794,5.47197,5.05809
Cntn3,5.81065,5.55981,5.02887,4.81195,4.76273,4.7538
Gimap4,9.0544,9.17398,7.20722,7.28568,6.9922,7.15556
Ctnna2,5.83026,5.71877,5.01088,4.91718,4.77513,4.78191
Dip2b,7.33171,7.21129,7.11393,7.16935,6.48143,6.56503
Bmi1,8.59004,8.36823,7.75287,7.645,7.34059,7.20655
Acsbg1,11.185,11.049,6.03284,6.01208,5.87612,5.7353
Whsc1l1,9.29887,9.41333,8.7806,8.62175,8.13165,8.14207
Edf1,9.53384,9.31636,9.39315,9.59173,8.90145,9.02941
Slc27a2,6.34971,7.0164,9.99909,10.0185,10.2214,10.3414
Trim55,5.20612,5.26214,5.50281,5.77237,5.51415,5.32347
Traj57,6.81922,6.90112,6.47648,6.67889,6.31978,5.99522
Tbx20,8.79513,8.87237,7.28557,7.05244,4.54658,4.37469
Zkscan17,7.75856,7.5034,7.28766,7.30416,6.8185,6.73625
Cntnap5b,4.88786,4.8279,4.29145,4.2714,3.98318,4.07489
Jakmip3,5.98268,5.53298,4.6574,4.72109,4.56184,4.42584
Gm12782,5.20473,5.22629,4.83905,4.91374,4.56239,4.32984
Krt13,5.29929,5.21307,4.90842,4.99134,4.87108,4.71042
Apbb3,7.69114,7.49975,7.28709,7.29343,6.7249,6.59014
Wnt1,4.65341,4.72317,4.22915,4.2334,4.15619,4.12149
Bbc3,5.12919,5.16971,4.67225,4.86519,4.60207,4.43317
Dact1,8.23327,8.0122,7.18162,7.0494,5.4396,5.65018
Gm13549,4.60818,4.77992,4.08779,4.27789,3.79534,3.84576
AC169674.16,4.71388,4.52283,4.05308,4.0733,3.90648,3.64424
1810046J19Rik,8.63029,8.73389,7.96312,7.86504,8.0294,8.10286
Phf10,8.37199,8.50252,8.49952,8.40153,7.73277,7.85432
Cort,6.43498,6.5769,5.91015,6.38171,6.2307,5.97101
Apol7d,5.17307,5.24902,4.86109,4.96973,4.65631,4.52149
Sdr42e1,5.83806,5.97339,6.2409,6.19734,5.91481,6.16787
Gm11799,5.63267,5.43459,5.10733,5.2064,5.4341,5.5378
Kdm4c,8.38262,8.46468,7.95619,7.88659,7.33371,7.47181
Rbm11,6.62575,6.54078,5.04395,5.04907,4.60724,4.49404
Vat1,9.95158,9.73754,9.07531,8.75327,7.73813,7.70519
2810025M15Rik,6.8874,7.01733,6.5914,6.68562,6.58006,6.45959
Lca5,5.89945,5.76246,5.09873,4.88622,4.77366,4.80779
Mto1,8.10542,7.99236,7.87115,8.00254,7.51553,7.97023
Vmn2r104,4.93412,4.66581,4.27982,4.16732,4.20471,4.09778
Cerkl,4.89388,4.9612,5.99363,6.1458,6.35062,6.20179
1700023L04Rik,6.64357,6.75466,5.95083,6.02883,5.3495,5.27991
Gm5567,7.11533,6.81843,5.58448,5.36847,5.69783,5.57513
Arl2,9.63109,9.57812,8.63285,8.76482,8.3169,8.42838
Gm14168,6.07972,6.04992,5.84991,6.01123,5.62302,5.403
Aatk,7.09382,7.13704,6.6074,6.75136,6.59525,6.33484
Ifngr2,10.4959,10.3453,10.0725,10.1671,8.94059,9.00015
Sult2b1,5.83905,5.82592,4.97807,5.03906,4.56562,4.49825
Mug2,5.55893,5.48716,5.90625,5.83875,5.3153,4.99664
Ubr4,9.48241,9.46345,8.91259,8.92266,8.58848,8.61157
Slc16a6,5.49518,5.4905,5.02924,4.9138,4.64429,4.7406
1700007I08Rik,6.97639,7.04002,6.82068,6.83147,6.5457,6.46834
Armcx1,8.55227,8.3221,7.42592,7.4805,6.90784,7.09004
Kcne3,4.99938,4.77179,4.32648,4.57924,4.19174,4.38904
Adssl1,7.8913,7.8572,8.50988,8.35091,9.35063,8.95855
Tas2r139,4.84481,4.72524,4.7498,4.67452,3.97675,4.00009
Spag9,9.25155,9.23825,9.00875,8.91988,8.70815,8.7486
Dis3l,7.9104,7.88122,7.57231,7.60236,7.40467,7.45917
Uba2,9.51104,9.42368,9.32745,9.25491,8.61575,8.75392
Wdr90,6.71227,6.42969,5.50136,5.50943,5.43471,5.0562
Steap1,8.49809,8.39497,4.3929,4.37857,3.96792,4.0761
Pm20d1,6.25048,6.46197,7.77409,7.64795,7.71052,7.87405
Lrsam1,7.34689,7.16835,6.68484,6.72991,6.41337,6.49073
Lat,5.97849,5.8219,5.85077,5.93466,5.42538,5.16582
Shank2,8.24054,8.27326,6.84191,6.9176,6.80783,6.31733
Ankrd5,5.87115,5.89187,6.37479,6.32085,6.17551,6.34072
Ak3,10.1608,10.233,10.409,10.4724,10.5763,10.7632
Fam78b,7.5588,7.53055,6.66744,6.62617,6.31904,6.40745
Tfg,10.5015,10.4232,10.2252,9.95043,9.7202,9.775
AC161348.1,7.23634,7.34339,6.54944,6.33803,5.89824,6.08148
Cab39l,8.48996,8.5188,8.20175,8.18169,7.89465,8.20667
Fxyd5,10.2023,10.1819,10.0196,9.84021,8.39215,8.48572
Tmem119,7.79383,7.84362,7.59657,7.3793,5.86821,5.61245
N6amt1,7.9288,7.94443,7.73706,7.7457,7.17088,7.39936
Dmpk,10.2301,10.1461,10.2049,10.4812,8.51017,8.59799
Stk24,10.128,9.98346,8.89642,8.86643,8.53181,8.64098
Amy1,7.86209,8.34786,9.40849,9.34184,9.67154,9.75695
Tmod1,7.82428,7.58537,8.14884,8.2512,7.94625,7.85093
Klhl1,5.53945,5.62069,5.22277,5.19464,5.12428,4.68067
Gm166,6.51945,6.49375,5.28718,5.38593,4.9401,5.00611
Tas2r129,6.01942,6.03636,5.45831,5.37125,4.83883,4.51727
Mrpl4,9.58946,9.54158,9.07771,9.29331,9.00897,9.27477
Reg1,5.48764,5.61158,5.10551,5.31439,5.11411,5.00213
Glrb,8.79684,8.79116,4.99265,4.68097,4.70992,4.54422
Gm10466,5.208,5.15803,4.91813,4.9102,4.80972,4.67493
Olfr772,4.64623,4.9161,4.17318,4.10518,4.1792,3.95257
Nrtn,6.64834,6.54648,6.47878,6.57714,6.19657,6.07857
Duox2,5.31654,5.16488,4.77566,4.79436,4.85199,4.67696
Wdr48,9.83577,9.69854,9.34374,9.24341,8.88682,8.94024
Gm10647,4.9386,4.95587,4.89581,4.87088,4.55047,4.62366
Rbp1,6.76853,6.60557,8.48714,8.67834,5.14924,4.96783
P2ry2,6.18058,6.12915,7.38584,7.24461,6.97354,6.90392
Aox4,5.37823,5.38474,5.27385,5.34114,4.6945,4.545
Mir340,4.16991,4.19954,3.88072,3.94906,3.22348,3.25295
Zfp655,8.30607,8.20542,7.92095,7.94002,7.5528,7.71282
Tmem104,8.88151,8.95508,8.27515,8.2078,7.88824,7.89219
1700021K19Rik,8.32891,8.30312,7.66071,7.78293,7.19682,7.17443
Ifna12,5.62713,5.30953,4.09694,4.06161,3.65714,4.25497
Tmtc4,7.33801,7.45491,7.06528,7.18547,6.88693,6.94506
Prkcb,8.09373,8.06407,6.48165,6.22591,5.85131,5.8589
Ankrd17,10.0286,10.1368,9.69525,9.63378,9.55805,9.53634
Slc4a7,7.88111,7.94763,7.96095,7.78046,7.02045,6.97985
Fam126b,8.28121,8.81428,9.32316,9.38013,9.25853,9.53828
Rlbp1,4.88621,4.82033,4.63014,4.75318,4.43364,4.26472
Cabp5,5.34557,5.33322,5.073,5.2138,4.91122,4.83427
Slc16a13,7.05407,7.17414,6.81837,6.72525,6.66255,6.25021
Disc1,7.08794,6.95173,6.63435,6.78032,6.32866,6.12436
Gm10612,6.88841,6.86803,6.55048,6.43435,6.13392,6.02618
AC192334.1,6.95582,6.81361,5.88015,6.07197,5.64928,5.89666
Col25a1,6.16083,6.24634,5.76162,5.78924,5.64619,5.36733
Phtf2,7.46812,7.48968,8.50707,8.58668,8.08765,7.80917
Dkkl1,5.12764,5.00913,4.52437,4.64215,4.59435,4.7409
Tmem106a,7.64799,7.71037,7.46925,7.35476,7.29969,7.63858
Alg10b,9.22613,9.36572,8.6162,8.555,8.39969,8.50023
Ctu1,6.80161,6.63803,5.96595,5.99017,5.80899,5.59766
AC122260.1,3.81189,4.03314,3.52288,3.60622,2.92787,3.02037
Rg9mtd1,7.72939,7.64082,7.6251,7.25459,7.37107,7.54713
B530045E10Rik,6.71979,6.62449,4.55304,4.63896,4.40604,4.10218
Ralbp1,8.41602,8.29066,7.62938,7.77425,7.0754,7.21541
Pgbd5,6.48028,6.54294,4.85788,4.72378,4.41814,4.29236
Olfr617,5.63486,5.70115,4.78773,5.0552,5.02514,4.94207
Vat1l,8.16829,7.86966,8.06215,7.63502,6.7848,7.45643
Med18,5.9439,6.08614,5.57798,5.35979,4.92942,4.74653
Cacng7,7.95008,8.02027,7.43473,7.5039,6.15812,6.17284
Mbd3,8.56728,8.58277,8.03225,8.23074,7.57084,7.70854
Olfr1374-ps1,4.13438,4.38352,3.64569,3.8974,3.37624,3.53825
Gm11559,4.06308,4.38977,3.7698,3.71834,3.40534,3.61382
Phax,7.45776,7.45228,6.99577,7.02456,6.53973,6.46733
Zfp648,5.49522,5.26555,5.38835,5.38413,4.95598,4.9997
Cmpk1,9.57298,9.64663,9.50766,9.51954,9.2957,9.53339
Gm15723,7.256,7.23976,6.70137,6.86928,6.80344,6.567
Exoc3l2,7.88274,7.87325,6.10409,6.18454,6.09995,5.96396
Gm11284,4.2165,4.14729,3.76652,3.65023,3.44007,3.63845
Oosp1,4.76508,4.90717,4.40875,4.31942,4.04189,4.0794
Necap2,9.53894,9.4363,8.86805,8.92682,8.32744,8.3934
Gm11878,4.33043,4.25509,3.92623,4.03928,4.09327,3.99388
Gm14455,6.05748,6.22446,5.91372,6.21399,5.76026,5.59958
Gm4425,7.50933,7.24389,6.72282,7.00289,6.28259,6.02355
Pbx1,10.4576,10.3999,8.61154,8.62749,7.47828,7.52045
Prim1,5.38492,5.29211,5.822,5.77137,5.20727,5.2031
Rspo3,9.23615,9.15724,5.63832,5.73918,5.3232,5.35115
AL607145.1,5.20319,5.1458,4.47308,4.56726,4.57363,4.33824
Otop1,7.14463,7.86548,9.39109,9.82417,9.83489,10.2191
Nr1i2,5.11654,5.22221,4.93194,4.78302,4.71957,4.71937
Zswim1,6.74121,6.75015,5.78075,5.89057,5.34624,5.50449
Spsb2,7.57785,7.7406,6.74118,6.81336,6.32652,6.30973
Defb2,5.48544,5.48795,4.66228,4.69072,4.57099,4.61729
Cpox,7.26296,7.55834,6.80485,6.76683,6.17601,6.40591
Wipi1,8.17976,8.00755,7.70684,7.71946,6.70204,6.90297
Pdhx,7.723,7.77095,7.90746,8.09245,8.21046,8.65782
Pydc3,5.56892,5.38474,4.25973,4.37817,4.0016,4.41939
Amigo2,6.14669,6.08162,7.19717,7.13027,5.31018,5.3031
Anxa5,12.562,12.3641,12.2548,11.9756,11.8254,11.9426
Zfp62,8.28019,8.29832,7.901,7.72985,7.41326,7.56728
Mir155,5.54954,5.71485,5.01066,5.11013,4.92407,4.86914
Chchd5,7.8631,7.72556,6.9933,7.21016,6.62371,6.8661
Olfr266,5.52191,5.7594,5.0615,5.06346,4.71403,4.73822
Axl,8.74847,8.69657,9.65429,9.70396,7.48627,7.59484
2010107H07Rik,6.92944,7.09434,6.58621,6.52573,6.43687,6.47532
Gaa,9.63078,9.45425,8.66211,8.69014,8.06202,8.10141
Xaf1,7.69947,7.59175,6.82578,6.89477,6.27913,6.55397
Gm10330,3.81735,3.8471,3.40855,3.45408,2.91712,3.05684
Zfp14,6.93131,6.90381,6.57701,6.48743,6.06412,5.97463
Tysnd1,8.20471,8.35738,7.89256,8.17348,7.7182,7.92999
Olfr1281,4.46456,4.66629,3.98259,3.97353,3.30777,3.35146
Olfr1314,6.55996,6.54762,5.98532,5.95929,5.57655,5.4321
Car1,6.80396,7.72081,6.95057,6.86596,6.85132,6.59617
Ccdc54,5.05557,5.23358,4.56598,4.57381,4.33054,4.23352
Tars2,8.56967,8.52031,7.72475,7.88705,7.6898,7.71143
Irgc1,6.11246,6.19085,5.64205,5.64892,5.15714,5.01819
Gpr37l1,6.96163,6.83155,6.75181,6.48162,5.80723,5.63274
1110021L09Rik,9.04081,9.15322,8.81407,8.78223,8.42123,8.71055
Cdk6,8.42003,8.36795,8.71148,8.77578,7.99466,8.2337
Gm9439,4.34318,4.18508,3.94684,4.04798,4.04648,4.02961
SNORD38,5.3131,5.29477,5.0751,5.14118,4.57792,4.21864
Prhoxnb,6.96429,6.70912,6.68322,6.34028,6.11843,5.85291
Pitpna,11.472,11.3797,10.8318,10.6864,10.4387,10.4742
Ccnd1,10.7797,10.5995,8.22676,7.79148,7.02881,6.89189
Slc43a2,7.33465,7.35974,7.19692,7.16224,7.07365,6.9093
Arl9,4.83804,4.79579,4.54802,4.38261,4.26746,3.89559
Gm885,5.65444,5.36732,5.09105,5.08596,4.49734,4.49574
Gm20545,7.09237,6.97343,5.95928,6.35707,5.99153,6.35617
Gbgt1,7.10849,6.72726,6.11845,6.15551,5.29889,5.35967
Dlg5,8.26417,8.28507,7.35097,7.45305,6.58741,6.68369
Sprr2a3,6.62262,6.79441,6.25067,6.23333,6.18523,5.56395
Kcnab1,6.16433,6.21415,8.69824,8.84862,4.81005,4.90434
Epgn,4.90022,4.92951,4.61099,4.66876,4.46475,4.28441
Gm3307,10.2128,10.0881,9.84702,9.74989,9.53803,9.69161
Ndufa3,10.2272,10.2666,10.8585,10.8259,10.7587,10.8128
Lekr1,7.03518,7.14996,6.98842,7.12404,7.30581,7.63269
Gm1110,4.08865,4.20466,3.78722,3.83013,3.45441,3.4473
Pacs2,8.30268,8.20572,7.80099,7.88809,7.07473,7.09687
Gm11708,4.00249,3.97574,3.65256,3.63719,3.28396,3.31464
Olfr982,6.34319,6.43039,5.79861,5.99872,5.94446,5.73849
1700025K23Rik,5.61352,5.60784,4.99343,4.99995,4.82181,4.74496
Nudt19,8.34547,8.49148,8.18524,8.2322,8.69785,8.92588
Myot,6.46009,6.5029,5.00165,5.58792,10.3735,10.1152
Carkd,8.67716,8.7982,8.46057,8.33436,8.19009,8.08276
Abcb1b,12.3955,12.5549,6.21903,6.24368,5.47085,5.84906
Gm10129,6.58366,6.52674,6.15315,6.29184,5.74111,5.81181
Cpt1a,10.6124,10.4878,8.36373,8.32937,7.15838,7.12808
5830433M19Rik,6.57732,6.27669,6.14307,5.81357,5.47351,5.59434
Cetn3,8.92529,8.79957,8.2772,8.14469,7.92698,7.98269
Gm10277,5.90486,5.68321,5.4698,5.53455,4.9437,4.82822
Ppp1r11,7.44491,7.0963,6.84303,6.57346,6.18418,6.35454
Thsd4,6.24394,6.22054,8.84073,8.9439,5.10587,5.06578
Gm1966,5.99067,6.39469,5.19104,5.53389,5.17127,5.40457
Cdkn2aip,7.572,7.5162,7.23451,7.28126,6.92961,7.23155
Rlf,8.03341,7.9964,7.82522,7.60142,7.02507,7.08073
Mycbp,8.99525,8.94806,8.20048,8.18511,8.01514,8.30911
Mogat1,5.94618,6.92594,5.71391,5.89427,5.42175,5.86477
Mfsd7b,7.77949,8.02022,8.31425,8.24459,8.44847,8.47303
Olfr341,6.59899,6.94497,5.8731,5.7444,5.72307,5.7304
Igf2bp3,5.03651,5.19359,4.92617,5.01643,4.27944,4.40346
Slc22a7,4.9727,5.02924,4.64432,4.70441,4.64707,4.32911
A330050B17Rik,5.81799,5.92015,5.51315,5.56594,5.06868,4.94044
Rasa2,7.93084,7.91286,7.76844,7.606,6.97372,7.125
Gm9990,6.18989,5.97702,5.93982,5.83384,5.05859,5.05918
Alox12b,5.24695,5.09831,4.50077,4.54472,4.37004,4.38997
Arhgap40,5.67153,5.74565,5.68518,5.77506,5.60214,5.44241
Olfr1463,6.87754,7.05166,5.98677,6.18616,6.02073,5.64759
Kctd21,6.73358,7.00524,6.44038,6.55345,6.27597,6.59886
2410141K09Rik,6.78593,6.83332,6.53883,6.52466,6.11145,5.82494
Zfp707,6.69731,6.758,6.57784,6.62274,5.66524,5.4485
Olfr1283,5.62173,5.57815,4.65192,4.56762,4.35029,4.37311
Mir346,9.10448,9.21909,8.7274,8.95655,8.53981,8.28183
Nedd9,8.02178,7.82824,7.99219,7.66939,6.75522,6.64886
Tbcel,8.97626,8.85653,7.721,7.6848,7.30557,7.29858
Tmco6,7.61393,7.7013,7.02746,7.02953,6.72244,6.7621
Gm7847,5.65329,5.6459,5.22626,5.03357,5.0248,5.46009
Akt1,10.0955,9.94153,9.0188,9.12988,8.54829,8.54536
Ell,8.30572,8.0787,7.54222,7.62098,7.08501,7.26869
BC043934,5.02259,4.94959,4.95496,5.15058,4.70121,4.56789
Rnase12,4.61616,4.68243,4.34615,4.34052,4.17355,3.99647
Serpinb13,4.35818,4.47499,4.20826,4.14298,3.49592,3.6555
Napg,7.63257,7.47373,7.23589,7.21508,6.64895,6.73082
2610305D13Rik,5.08271,4.94299,4.31017,4.38277,4.06887,4.28842
Fam92a,7.68027,7.61383,6.58953,6.54602,5.61648,5.73463
Pip5k1b,8.03108,7.75121,6.75984,6.81743,4.63367,4.47105
F830208F22Rik,5.03457,4.96631,4.80172,4.65057,4.53304,4.23895
Actl6b,6.47495,6.25103,5.4251,5.34524,4.56195,4.47602
Ednrb,8.60482,8.4908,7.91369,7.54724,7.92672,7.56783
Rnf222,6.70622,6.85038,6.11857,6.19375,5.91865,5.91875
Meox2,6.36332,7.08571,8.68965,8.53574,8.52247,8.71364
Rbfox2,8.96239,8.77405,8.99383,8.96268,8.27115,8.33393
Rgs10,8.67844,8.83124,8.38611,8.3529,7.63708,7.53647
E230025N22Rik,6.05787,5.86041,5.61269,5.67079,5.51048,5.3755
Atp7a,9.48596,9.36834,7.95053,7.57867,7.13758,7.17065
Fndc4,7.24809,7.35791,6.0451,6.44476,5.22746,5.27207
Gm15031,6.06012,6.02984,5.34051,5.45504,5.82774,5.77863
Zfp169,7.46518,7.4277,6.97218,6.95744,6.47188,6.45095
Ccl20,6.26539,6.32409,6.02325,6.09914,5.87873,5.71637
Gm13476,5.44112,5.54007,5.33292,5.39774,5.06141,5.14232
Cinp,7.87474,7.92722,7.51365,7.40755,6.94551,7.08879
Prl,4.9623,4.92834,4.85211,4.59121,4.64923,4.34591
Mdm2,8.68184,8.64083,8.1631,7.8973,7.54084,7.74717
Psd4,5.92278,6.01766,5.72779,5.88419,5.20619,5.2986
Gm648,4.71162,4.69134,4.25464,4.38422,4.12266,4.17619
Dsc2,6.26226,6.33086,5.6056,5.51154,4.79128,4.59961
Mfsd8,8.22159,8.26645,8.59708,8.41565,8.5355,8.54149
Las1l,8.01223,8.09081,7.48515,7.43045,7.13918,7.07065
Itga8,8.4711,8.30161,12.032,11.9872,5.49812,5.3565
Olfr859,5.29085,5.57241,4.29632,4.53425,3.79539,3.67085
Itgb4,7.27388,7.22709,7.26468,7.1346,6.52317,6.33388
Wls,9.77843,9.71165,9.45831,9.29065,8.32697,8.5652
BC030867,5.29909,5.38682,4.87497,4.89607,4.78208,4.45071
Sertad3,6.26849,6.16997,5.72605,5.68488,5.19425,5.28829
Olfr1115,5.90389,5.92624,5.08054,5.10466,5.28804,4.93025
Gpm6a,7.50299,7.8613,8.19538,8.43525,5.74228,5.68211
Vmn2r-ps54,6.81848,6.86637,6.18472,6.00851,5.73278,5.53984
Mesp1,4.77233,4.74842,4.6353,4.73551,4.52662,4.48999
Mlana,6.20372,6.34323,6.10789,6.02062,5.83927,5.5295
Nr4a1,11.5015,10.5328,9.0977,7.37547,8.16757,7.15152
Svs3b,4.83115,4.86701,4.42686,4.36335,4.2382,3.84568
Slc7a6,8.24823,8.4362,9.08053,9.06827,9.02785,8.85771
Gm5265,5.46565,5.31932,5.37445,5.2216,5.01763,5.05996
Eif4g2,11.0656,11.0129,10.9225,10.9344,10.6829,10.784
Olfr578,4.68177,4.89754,4.40107,4.36523,3.75328,3.64979
Prickle3,7.06114,7.13543,7.38978,7.61446,7.07771,7.27895
Clec12b,5.59111,5.70505,5.54678,5.57803,5.22825,5.26284
Ighmbp2,6.7105,6.46112,6.14031,6.12915,5.97039,5.8177
Gmfb,10.3953,10.3861,9.33561,9.03517,9.30848,9.41213
Cep120,8.28878,8.21589,7.82443,7.78915,7.21727,7.39426
Amigo1,8.74536,8.71835,7.86548,7.80469,7.79294,7.59368
Plscr3,8.79548,8.78214,8.33033,8.32646,7.8335,7.69776
Olfr295,5.3932,5.4786,4.79242,4.63694,4.24896,4.33288
Klhl18,7.39779,7.48534,7.13142,7.31926,6.91389,6.94192
Slco1a6,5.03361,5.06807,4.65279,4.49041,4.08759,3.92607
Zmym1,6.46462,6.43935,5.86876,5.91109,5.37152,5.42722
BC018473,5.30807,5.33486,4.82627,4.7931,4.79389,4.78639
Olfr1372-ps1,6.96741,6.55542,4.78309,4.41214,3.93608,3.87017
Tanc1,7.51617,7.63579,7.52562,7.55713,7.14436,7.28145
Tnfrsf12a,9.78203,9.77896,8.68501,8.4393,7.61999,7.22525
Metap1,9.56611,9.67954,8.66849,8.58084,8.37887,8.525
Exoc2,9.02956,8.92945,8.0618,7.94817,7.91556,7.8841
Cdkn2b,6.48402,6.37819,6.03428,6.00167,5.45868,5.57348
Gm10485,6.45492,6.52232,6.18823,6.28433,5.89216,5.47756
Lrrc31,5.55412,5.61781,5.13643,5.25239,4.95779,4.92656
Cdc6,5.39838,5.09459,4.87025,4.71876,4.95673,4.63972
Mgat4b,8.51799,8.33683,7.76731,7.98289,7.43062,7.88735
Dsc1,4.93504,5.25654,4.75246,4.61387,4.4722,4.38774
Bcl2l13,8.65816,8.61297,9.32061,9.35297,9.41908,9.43989
Zwint,10.2168,10.1247,8.85426,8.62256,8.37147,8.65109
8030423J24Rik,5.95963,5.92568,5.85298,5.96422,5.31461,5.29584
Foxi3,5.73154,5.6743,5.42033,5.30499,5.14546,5.10351
Yipf7,5.05916,4.99152,5.69973,5.80177,5.54726,5.25928
AL645563.1,4.17814,4.04363,3.8489,3.89557,3.75827,3.82023
Stat2,8.59461,8.65144,7.59185,7.7812,7.09656,7.39859
Prame,4.91346,4.92948,4.00937,4.44051,4.06274,3.86626
Xpr1,9.05224,9.07681,8.80615,8.77243,7.73499,7.81835
Map3k8,7.3094,7.32007,7.11088,7.19488,6.63604,6.66648
Nt5m,8.16981,8.04092,7.51809,7.61055,7.33195,7.40899
2410042D21Rik,7.68347,7.61923,7.40522,7.15453,6.68256,6.78475
Lrrc16a,9.20692,8.91999,6.8949,7.00379,6.03172,5.9984
4930469B13Rik,6.24676,5.96054,5.88034,5.97539,5.89036,5.62451
Dhx8,8.09344,7.89899,7.61394,7.60932,7.14125,7.26026
5830411N06Rik,5.82686,5.72199,5.34161,5.63825,5.53593,5.33997
Sun5,4.66103,4.54995,4.5504,4.33591,4.10251,4.10277
Pygm,9.68433,9.64509,8.45581,8.75574,10.6474,10.3342
Ptrf,9.32767,9.31135,10.1955,10.2765,9.26431,9.2921
Me2,7.99085,7.94297,6.93923,6.873,6.22923,6.49764
Gm14529,5.20644,5.08781,4.49979,4.81786,4.48479,4.59609
Mir615,7.50601,7.25881,6.7986,6.81974,6.78521,6.53887
Slco1b2,5.33659,5.58724,4.9512,4.71545,3.92411,3.82816
Klhl7,8.70224,8.63208,8.45736,8.13884,7.70316,7.85625
AU015228,5.2742,5.28489,4.73088,4.5047,4.05776,4.01609
Tnfrsf11a,6.86984,6.96482,7.74074,7.7613,5.3537,5.14643
Sip1,7.2229,7.16476,6.59663,6.48485,6.70626,6.65542
Pnoc,6.43161,6.26573,6.17421,6.32652,5.77668,5.48178
Spink14,5.04268,5.32143,4.9616,4.84762,4.95356,4.73661
Panx1,6.66527,6.63926,5.57199,5.46494,5.39313,5.29912
Zfp513,8.08342,8.02661,7.49421,7.68021,7.2124,7.17005
Slc24a6,8.17527,8.31833,7.87943,7.90595,7.63373,7.66336
Fgf22,6.85638,6.91042,6.47944,6.44524,6.37233,6.18524
Olfr1106,6.51673,6.53502,6.1589,5.91554,5.42988,5.39525
Ppp1r2,8.32956,8.39226,8.28704,8.06298,7.78618,7.89154
Plagl2,8.06526,7.71012,7.34233,7.32753,6.75527,6.74719
Bpgm,6.58129,7.08257,6.99199,7.25561,6.41038,6.47066
Mterfd2,6.92788,6.72919,6.39405,6.5074,6.4931,6.65128
E2f1,7.45304,7.39298,6.00463,6.27747,5.35261,5.45046
Usp28,7.19376,7.1119,7.16049,7.25419,6.63537,6.78502
