gene,STOMACH1,STOMACH2,STOMACH3,SALIVARY_GLAND1,SALIVARY_GLAND2,SALIVARY_GLAND3
SFPQ,16388,13973,15148,13061,21346,22672
SFR1,238,228,209,357,385,218
SFRP1,4282,1478,2233,1662,4250,4838
SFRP2,573,3491,7253,6406,6316,9415
SFRP4,305,2679,2140,6823,2573,4197
SFRP5,790,77,178,54,1141,42
SFSWAP,4026,2992,3827,3952,6036,5645
SFT2D1,1518,1385,1693,1536,2088,1579
SFT2D2,2735,2492,3351,3092,4150,4065
SFTA1P,10,16,10,121,22,2
SFTA2,1,3,0,7,9,9
SFTA3,6,0,1,4,0,0
SFTPA1,32,0,0,54,7,2
SFTPA2,36,6,2,107,22,8
SFTPB,51,4,8,128,9,23
SFTPC,36,5,15,76,14,8
SFTPD,14,28,74,80,77,15
SFXN1,1199,999,932,914,1790,1060
SFXN2,371,639,336,398,603,405
SFXN3,3588,4990,9914,7021,6541,6595
SFXN4,1085,719,492,638,787,750
SFXN5,941,1062,878,993,767,1308
SGCA,3361,5218,9941,11538,4647,3050
SGCB,4631,5103,9294,7881,8055,2167
SGCD,4887,3186,3572,2383,4400,1398
SGCE,1381,1746,2969,4074,4863,1485
SGCG,1708,28,50,28,77,426
SGCZ,0,0,0,0,7,0
SGF29,544,524,993,1098,1109,705
SGIP1,1132,1409,878,3233,1397,2032
SGK1,8957,1762,2348,4216,23189,3804
SGK2,426,175,228,109,389,426
SGK3,709,541,708,827,1375,845
SGK494,19,21,22,13,12,37
SGMS1,1427,1392,1993,1948,2585,1351
SGMS2,1131,995,1179,852,1221,650
SGO1,18,3,6,7,7,13
LOC101927829,0,1,0,0,0,0
SGO2,294,106,94,130,200,86
SGPL1,1629,1910,1940,1832,2557,1947
SGPP1,771,1013,993,1350,1308,753
SGPP2,176,36,5,94,93,96
SGSH,1773,2465,2498,2627,2749,3818
SGSM1,328,348,1667,1579,792,389
SGSM2,3771,3454,4736,5675,6008,7445
SGSM3,4151,3639,4544,4352,4373,5107
SGTA,4252,4050,4233,4472,4979,3380
SGTB,631,1070,1482,1510,1324,649
SH2B1,4461,2722,4727,6381,5947,7617
SH2B2,97,161,273,132,143,335
SH2B3,4849,2206,2364,3728,5393,3946
SH2D1A,36,16,33,74,30,180
SH2D1B,34,7,0,6,8,86
SH2D2A,82,33,29,90,224,169
SH2D3A,69,72,138,160,163,212
SH2D3C,4281,756,1665,1953,4421,4626
SH2D4A,291,189,187,223,756,277
SH2D4B,16,5,2,4,4,15
SH2D5,0,13,29,9,20,10
SH2D6,17,7,2,2,9,9
SH2D7,2,5,1,2,15,1
SH3BGR,3008,1510,3977,2609,798,920
SH3BGRL,6322,9091,18629,22906,13736,8370
SH3BGRL2,5010,1050,1290,2106,4870,1654
SH3BGRL3,5095,9817,11156,5879,5316,6225
SH3BP1,339,220,244,494,417,940
SH3BP2,6434,2709,1788,2889,7402,7804
SH3BP4,1787,2476,2950,2226,2824,1150
SH3BP5,614,1464,729,503,1187,691
SH3BP5-AS1,1300,898,1655,1309,3295,3013
SH3BP5L,1938,1619,2777,3014,2382,2231
SH3D19,8392,3999,8377,9254,16064,6578
SH3D21,209,125,98,425,319,280
SH3GL1,2441,4524,5314,3474,4259,3652
SH3GL2,161,1,0,8,60,4
SH3GL3,0,2,1,1,22,15
SH3GLB1,8394,7122,8920,7931,9702,5300
SH3GLB2,3043,2696,5071,5400,4703,4531
SH3KBP1,3023,1537,1838,2598,3172,2495
SH3PXD2A,12249,8780,8761,9018,11376,8987
SH3PXD2B,3604,6454,5699,2948,6769,3489
SH3RF1,1112,1178,1501,1671,1954,870
SH3RF2,10516,260,737,646,429,553
SH3RF3,888,4798,4227,2332,2152,1780
SH3TC1,900,1198,828,842,1660,2598
SH3TC2,360,59,31,50,144,193
SH3YL1,1155,814,905,1451,1877,1393
SHANK1,35,41,24,18,36,68
SHANK2,22,5,6,4,36,18
SHANK2-AS1,0,0,0,0,0,0
SHANK2-AS3,0,0,0,0,0,0
SHANK3,19253,4590,4697,5171,18247,16721
SHARPIN,2395,2547,3757,3224,2978,2335
SHB,575,1178,1452,908,840,1187
SHBG,15,8,2,8,20,12
SHC1,6844,13593,10008,8520,10349,14050
SHC2,2806,856,611,902,3953,1568
SHC3,25,37,55,29,214,54
SHC4,301,1560,2912,2144,1157,302
SHCBP1,197,42,50,65,160,219
SHCBP1L,4,10,0,0,0,6
SHD,2,0,2,0,2,25
SHE,2699,898,1009,1258,4013,2666
SHF,273,568,620,948,835,568
SHH,22,5,5,7,12,2
SHISA2,58,25,4,30,14,40
SHISA3,372,275,246,649,946,261
SHISA4,4031,1427,3343,2109,1133,1014
SHISA5,5917,9303,12216,8950,9759,8435
SHISA6,208,93,48,32,150,50
SHISA7,10,6,8,7,40,18
SHISA8,2,0,0,0,0,1
SHISA9,27,3,40,8,20,7
SHKBP1,2364,3187,4210,3487,3284,3520
SHMT1,1434,771,1077,914,3399,760
SHMT2,1854,7143,4102,3414,3607,2041
SHOC2,2136,2442,2871,2885,3130,1742
SHOX,6,0,0,0,2,2
SHOX2,189,183,338,339,174,216
SHPK,874,811,699,858,1412,627
SHPRH,811,810,955,901,1268,804
SHQ1,693,571,637,665,770,617
SHROOM1,1020,547,534,456,1628,931
SHROOM2,132,123,46,110,239,130
SHROOM3,831,2886,6147,5249,3094,1755
SHROOM4,4330,1166,641,1038,3202,1976
SHTN1,763,539,562,1402,1572,1585
SI,0,0,1,0,2,0
SIAE,2480,1492,1347,2399,2157,1473
SIAH1,570,414,558,788,766,627
SIAH2,1040,2021,1827,1674,2154,943
SIAH3,0,0,0,0,4,6
SIDT1,155,33,22,154,306,132
SIDT2,5508,5303,4445,6626,11250,5286
SIGIRR,1602,938,1066,1369,1990,2191
SIGLEC1,3911,1262,2815,3476,8577,10880
SIGLEC10,94,215,118,268,80,135
SIGLEC11,105,57,46,62,102,142
SIGLEC12,2,92,5,11,6,27
SIGLEC14,173,113,51,77,248,189
SIGLEC15,6,0,5,15,20,17
SIGLEC17P,28,10,23,74,24,113
SIGLEC5,33,25,59,8,142,42
SIGLEC6,11,9,10,11,10,49
SIGLEC7,62,88,48,61,39,125
SIGLEC8,4,5,10,138,6,37
SIGLEC9,237,197,203,169,240,321
SIGLECL1,2,0,0,2,0,2
SIGMAR1,1743,4496,5378,4264,4388,2255
SIK1,4740,4428,10068,1853,42289,1458
SIK2,3084,3605,3353,3349,6442,3398
SIK3,3000,4598,4306,3831,3491,2474
SIKE1,1585,1066,1202,1824,2344,1349
SIL1,1320,1954,2709,2297,1599,1342
SIM1,0,4,0,0,0,0
SIM2,57,75,129,205,125,111
SIMC1,276,480,568,781,620,368
SIN3A,2601,2874,4100,5216,4875,3203
SIN3B,5286,4641,4850,5447,9407,9177
SIPA1,3284,3697,3389,3409,2940,3907
SIPA1L1,1181,3000,4466,7892,2826,2850
SIPA1L2,5254,1747,1757,1449,3039,1874
SIPA1L3,705,893,950,821,928,699
SIRPA,3278,4032,3203,2780,5600,4450
SIRPB1,343,38,35,70,170,173
SIRPB2,604,136,223,350,780,953
SIRPG,16,13,19,44,20,60
SIRPG-AS1,2,0,0,2,3,2
SIRT1,1282,1022,1647,2571,2829,1098
SIRT2,3238,2223,3558,3211,4326,2768
SIRT3,1565,968,1182,1390,2011,1509
SIRT4,117,36,63,86,57,44
SIRT5,1993,454,714,992,1149,838
SIRT6,601,751,920,870,628,755
SIRT7,679,785,906,1056,864,1042
SIT1,30,14,10,151,60,142
SIVA1,1594,2198,2953,3304,2764,2100
SIX1,54,72,178,243,46,264
SIX2,54,92,272,192,152,252
SIX3,2,0,0,0,0,4
SIX3-AS1,0,0,0,0,2,0
SIX4,69,80,83,190,44,108
SIX5,1604,2306,3282,5410,2595,2338
SIX6,0,0,0,2,0,2
SKA1,29,2,8,18,11,20
SKA2,1147,1119,1678,2028,1470,801
SKA3,24,4,6,26,9,10
SKAP1,38,31,16,95,39,163
SKAP2,782,677,703,979,2213,775
SKI,6262,15172,18006,18564,14500,7953
SKIDA1,122,38,28,87,121,82
SKIL,2007,2096,3235,3923,5955,1662
SKIV2L,3329,3093,4355,4893,3884,4262
SKIV2L2,2544,3174,3805,4024,3392,2574
SKOR1,44,25,44,97,127,96
SKOR2,0,0,0,0,0,0
SKP1,14672,14206,22796,26552,16115,10197
SKP2,521,339,340,668,908,966
SLA,1106,1228,1028,1023,2905,1172
SLA2,40,28,16,90,47,134
SLAIN1,237,365,569,543,496,142
SLAIN2,3254,4813,6867,5784,4293,2055
SLAMF1,65,89,36,124,72,402
SLAMF6,146,43,46,246,208,180
SLAMF7,165,15,43,321,88,493
SLAMF8,502,488,275,491,418,717
SLAMF9,26,3,0,7,6,0
SLBP,1064,1561,2015,2380,2116,1447
SLC10A1,11,2,0,11,14,0
SLC10A2,0,0,0,0,0,0
SLC10A3,1269,1919,2790,2862,3018,1640
SLC10A4,13,21,13,35,12,19
SLC10A5,22,40,27,42,46,26
SLC10A6,63,81,32,9,81,18
SLC10A7,423,413,454,454,654,431
SLC11A1,1811,2025,883,728,2366,902
SLC11A2,2288,2522,2805,3060,4766,3929
SLC12A1,2,2,0,4,15,22
SLC12A2,2511,876,735,1184,1925,784
SLC12A3,4,3,2,16,0,18
SLC12A4,7491,9018,10956,10383,8548,6241
SLC12A5,16,3,2,9,51,52
SLC12A6,1017,603,619,737,1504,901
SLC12A7,7590,2497,2337,3031,5580,4428
SLC12A8,21,50,55,80,53,53
SLC12A9,1728,2046,2370,2682,2286,3139
SLC12A9-AS1,3,1,1,2,3,4
SLC13A1,0,0,0,0,0,2
SLC13A2,2,2,0,0,0,0
SLC13A3,100,157,141,199,263,332
SLC13A4,84,24,36,49,61,78
SLC13A5,14,2,5,0,15,9
SLC14A1,719,1326,2694,14913,314,200
SLC14A2,4,23,28,76,36,36
SLC15A1,11,10,6,4,4,6
SLC15A2,409,115,187,243,476,366
SLC15A3,2814,1198,1301,1553,2573,1886
SLC15A4,1221,1626,1857,2095,2383,1477
SLC15A5,4,0,0,2,0,1
SLC16A1,5401,1357,932,1015,1748,885
SLC16A10,534,145,118,164,93,113
SLC16A11,93,36,17,41,100,110
SLC16A12,629,268,130,147,745,32
SLC16A13,157,33,43,73,136,78
SLC16A14,525,376,152,348,487,606
SLC16A1-AS1,66,93,93,66,50,86
SLC16A2,1486,1916,2832,2229,6050,2331
SLC16A3,927,1570,797,1726,1231,1169
SLC16A4,212,437,556,897,881,511
SLC16A5,744,158,123,280,818,458
SLC16A6,83,51,36,21,106,103
SLC16A7,539,549,339,215,330,142
SLC16A8,144,53,94,237,237,201
SLC16A9,261,605,354,706,649,657
SLC17A1,4,0,0,0,0,0
SLC17A2,0,0,0,0,0,0
SLC17A3,9,2,1,10,0,10
SLC17A4,7,0,0,2,4,0
SLC17A5,880,1196,1756,2012,2564,827
SLC17A6,0,0,0,0,2,0
SLC17A7,569,90,137,152,699,304
SLC17A8,0,0,0,2,4,4
SLC17A9,812,2071,1179,971,998,1241
SLC18A1,0,0,0,0,0,0
SLC18A2,457,406,516,758,507,662
SLC18A3,0,0,2,0,0,0
SLC18B1,761,131,233,456,1215,1314
SLC19A1,647,746,1076,492,549,931
SLC19A2,2051,2203,2732,657,7881,468
SLC19A3,684,953,830,102,3345,695
SLC1A1,537,296,270,221,448,285
SLC1A2,644,27,14,72,504,38
SLC1A3,4212,1993,1138,1210,7360,1061
SLC1A4,1137,2586,3321,2210,1266,1099
SLC1A5,2210,8635,7365,4617,5746,2400
SLC1A6,2,2,0,6,0,4
SLC1A7,768,101,256,401,2281,1264
SLC20A1,1579,4653,2923,2537,3285,3966
SLC20A2,3570,3096,7133,6980,5912,2462
SLC22A1,26,15,16,8,39,30
SLC22A10,0,0,1,0,0,4
SLC22A11,0,36,2,0,0,4
SLC22A12,2,2,6,0,3,1
SLC22A13,6,11,2,0,6,0
SLC22A14,7,9,7,6,9,2
SLC22A15,484,425,292,220,585,536
SLC22A16,12,0,32,25,8,10
SLC22A17,1425,2008,3221,4199,3527,2927
SLC22A18,762,288,235,610,516,370
SLC22A18AS,31,19,27,42,49,46
SLC22A2,2,67,49,61,19,41
SLC22A23,472,402,292,526,783,488
SLC22A24,0,0,0,0,0,0
SLC22A25,0,2,0,0,3,2
SLC22A3,1839,5945,9707,6488,1067,5516
SLC22A31,13,18,37,2,774,44
SLC22A4,107,124,78,54,195,220
SLC22A5,1228,655,552,659,2068,1018
SLC22A6,0,2,0,0,0,0
SLC22A7,52,2,0,2,2,4
SLC22A8,4,0,0,2,0,0
SLC22A9,0,0,1,0,0,0
SLC23A1,45,18,10,15,26,35
SLC23A2,2635,2949,2213,3977,6153,5886
SLC23A3,217,265,283,392,171,290
SLC24A1,593,429,341,480,781,918
SLC24A2,2,1,0,18,18,4
SLC24A3,397,2418,3045,2463,1793,1027
SLC24A4,209,20,68,75,139,132
SLC24A5,16,20,52,58,16,56
SLC25A1,2355,2446,4359,3983,4634,1857
SLC25A10,796,207,257,220,804,243
SLC25A11,5744,2755,3170,2873,2763,2170
SLC25A12,4985,2751,3243,3149,4707,2240
SLC25A13,1147,739,849,982,1685,1185
SLC25A14,434,390,521,555,449,568
SLC25A15,101,238,117,68,98,90
SLC25A16,1313,785,1015,1129,1775,1298
SLC25A17,666,699,690,665,1053,807
SLC25A18,308,182,65,40,331,58
SLC25A19,271,381,324,317,285,297
SLC25A2,2,6,10,6,0,4
SLC25A20,2933,1256,791,1230,1445,1320
SLC25A21,19,17,23,13,37,5
SLC25A21-AS1,37,93,106,140,173,137
SLC25A22,917,2182,1358,670,1109,987
SLC25A23,4682,3291,5411,6051,7197,2295
SLC25A24,1885,993,2285,2537,2099,1352
SLC25A25,967,1996,1754,1169,3041,1437
SLC25A26,789,843,971,965,1132,725
SLC25A27,1511,805,1248,2441,2092,2813
SLC25A28,2032,3275,3328,2997,3304,3500
SLC25A29,4238,1322,2172,2611,4578,3599
SLC25A3,34738,16964,19851,17251,24313,13309
SLC25A30,2088,1448,1747,1630,1658,1052
SLC25A30-AS1,1,0,2,0,6,3
SLC25A31,0,0,0,2,1,4
SLC25A32,1173,1660,1817,1743,2015,1262
SLC25A33,502,276,329,241,397,170
SLC25A34,820,360,363,545,382,620
SLC25A35,380,332,242,407,463,617
SLC25A36,6364,2968,3259,5643,7295,6485
SLC25A37,1703,1350,1117,1042,2336,2215
SLC25A38,1479,2056,2666,3170,2278,1459
SLC25A39,2747,4812,5230,3699,3932,3797
SLC25A3P1,0,0,0,0,0,0
SLC25A4,63859,9759,13187,7503,6499,2556
SLC25A40,951,373,538,739,1090,721
SLC25A41,13,16,31,6,0,19
SLC25A42,1173,631,1489,1557,1519,1063
SLC25A43,709,1131,1316,899,1270,822
SLC25A44,1744,1358,1739,1471,2759,1919
SLC25A45,374,219,271,403,748,938
SLC25A46,3484,2116,2229,3273,3828,2872
SLC25A47,9,6,2,0,4,2
SLC25A48,8,3,10,12,29,27
SLC25A5,7685,8883,7984,5982,9180,4242
SLC25A51,427,382,381,356,492,249
SLC25A52,2,11,2,8,0,0
SLC25A5-AS1,78,24,47,65,80,96
SLC25A6,18826,24085,22664,20923,31618,15331
SLC26A1,108,148,98,257,139,198
SLC26A10,904,1019,1668,901,1076,1648
SLC26A11,1291,773,992,1575,1744,1734
SLC26A2,1064,948,1340,1225,1681,1229
SLC26A3,22,1,7,8,11,10
SLC26A4,96,44,72,274,136,171
SLC26A4-AS1,14,0,0,28,12,18
SLC26A5,18,20,10,11,70,31
SLC26A6,1095,2561,4020,5090,1240,1764
SLC26A7,627,19,33,166,354,846
SLC26A8,24,14,11,11,22,19
SLC26A9,542,18,3,12,26,12
SLC27A1,2931,1552,2256,3395,3188,2882
SLC27A2,7,11,2,8,13,8
SLC27A3,2589,2730,4933,3429,4174,6087
SLC27A4,1378,2337,2452,1684,1681,1211
SLC27A5,139,172,257,302,195,195
SLC27A6,195,12,22,4,77,18
SLC28A1,38,9,17,18,14,76
SLC28A2,6,3,4,2,2,4
SLC28A3,16,112,4,19,14,24
SLC29A1,7625,7943,7295,16726,14348,7556
SLC29A2,928,312,398,237,994,192
SLC29A3,250,314,323,756,490,423
SLC29A4,325,341,382,33,869,269
SLC2A1,2572,2766,2559,2841,2274,582
SLC2A10,554,909,1363,1454,1807,1240
SLC2A11,931,414,424,894,1039,703
SLC2A12,363,142,355,300,202,150
SLC2A13,601,1439,891,1388,1366,371
SLC2A14,17,76,61,2,24,4
SLC2A1-AS1,28,71,61,76,29,46
SLC2A2,2,0,0,0,0,2
SLC2A3,2654,8072,9489,3107,10752,4469
SLC2A4,5119,494,464,992,2065,476
SLC2A4RG,2746,2662,4726,4329,4831,5091
SLC2A5,614,174,123,310,136,415
SLC2A6,477,414,405,282,598,530
SLC2A7,0,0,0,0,0,3
SLC2A8,928,988,1395,1417,1123,1101
SLC2A9,303,332,302,217,382,350
SLC30A1,1329,1109,1156,2466,2255,1805
SLC30A10,13,0,0,2,0,0
SLC30A2,84,6,5,0,33,4
SLC30A3,472,196,134,157,120,7
SLC30A4,482,422,500,810,936,504
SLC30A5,1575,1656,1832,2030,2918,1551
SLC30A6,1075,1193,1297,1246,1889,1100
SLC30A7,1377,1321,1263,1709,2213,2055
SLC30A8,2,0,2,0,22,41
SLC30A9,3893,2590,2869,3065,3786,2239
SLC31A1,1309,1442,1366,1273,1442,936
SLC31A2,77,31,28,36,65,21
SLC32A1,0,1,0,0,0,0
SLC33A1,1595,1883,2488,1689,2583,1439
SLC34A1,0,4,0,0,0,4
SLC34A2,12,68,6,22,10,4
SLC34A3,14,3,0,8,13,20
SLC35A1,977,1151,1434,1552,2241,1213
SLC35A2,675,1084,1220,976,1011,821
SLC35A3,980,1443,1374,1762,2046,1487
SLC35A4,5077,4582,4734,4562,5653,3372
SLC35A5,1225,1355,1679,2277,2175,1283
SLC35B1,2056,1892,2188,1177,1867,1430
SLC35B2,1548,1902,2420,2475,2471,1514
SLC35B3,965,939,1193,1322,1372,1332
SLC35B4,848,1285,1163,1034,1797,1096
SLC35C1,1282,2215,1906,1313,2052,1184
SLC35C2,2262,2105,2522,3601,3317,3197
SLC35D1,848,1012,1399,1946,1807,1451
SLC35D2,890,916,952,882,1311,861
SLC35D3,0,0,0,0,2,2
SLC35E1,1614,2997,2866,2797,3264,1628
SLC35E2,134,143,274,386,326,373
SLC35E2B,2555,2183,3586,4097,4699,3416
SLC35E3,471,296,449,582,984,436
SLC35E4,279,316,437,363,427,214
SLC35F1,496,202,88,180,271,112
SLC35F2,330,561,616,212,696,500
SLC35F3,2,4,2,0,2,14
SLC35F4,9,3,12,11,29,2
SLC35F5,2043,1602,1931,2976,2508,1481
SLC35F6,1903,2602,2355,2044,2891,1931
SLC35G1,167,204,153,144,450,271
SLC35G2,568,389,393,464,746,646
SLC35G3,3,1,0,1,0,2
SLC35G4,0,0,2,0,0,0
SLC35G5,2,18,12,4,0,6
SLC35G6,1,1,0,4,4,4
SLC36A1,1515,1525,1642,1165,1965,1477
SLC36A2,45,15,19,8,21,5
SLC36A3,0,4,0,0,2,1
SLC36A4,534,724,739,615,805,672
SLC37A1,560,523,504,727,640,658
SLC37A2,204,61,54,337,284,349
SLC37A3,1437,1883,2123,2174,2844,2571
SLC37A4,695,484,611,793,967,944
SLC38A1,6389,4143,2549,3162,5144,2115
SLC38A10,4421,7187,10641,10863,12499,5903
SLC38A11,319,21,18,81,263,131
SLC38A2,16129,11842,19654,27552,36441,11436
SLC38A3,207,10,28,69,129,63
SLC38A4,14,2,6,8,6,24
SLC38A5,261,1010,929,191,334,306
SLC38A6,519,340,400,657,586,587
SLC38A7,1212,1087,1097,786,1260,1181
SLC38A8,14,2,0,0,2,0
SLC38A9,382,291,480,473,644,593
SLC39A1,3702,7694,6719,6171,7504,5343
SLC39A10,1013,957,1089,1305,1342,1140
SLC39A11,772,530,739,742,815,631
SLC39A12,4,9,1,0,10,9
SLC39A12-AS1,0,0,0,0,0,0
SLC39A13,4412,6204,8628,6619,5837,5367
SLC39A14,8148,28854,9766,5514,9135,3439
SLC39A2,6,1,16,22,85,29
SLC39A3,725,1172,1472,949,1019,885
SLC39A4,53,452,289,362,267,250
SLC39A5,16,21,15,19,25,15
SLC39A6,1233,2647,2872,3088,3077,1391
SLC39A7,4231,6549,7775,4583,6621,5080
SLC39A8,850,881,348,549,715,946
SLC39A9,1977,2172,2365,2715,3697,2296
SLC3A1,11,4,14,28,32,15
SLC3A2,3192,8708,4088,5327,7170,4185
SLC40A1,4657,1614,3583,18150,6594,6726
SLC41A1,15260,3426,4853,4842,4789,3138
SLC41A2,266,628,904,1168,730,842
SLC41A3,2829,3027,3780,3550,4896,2478
SLC43A1,1036,1322,1502,2077,1956,1148
SLC43A2,579,1844,942,1691,989,2019
SLC43A3,3164,3928,5455,3946,7733,4265
SLC44A1,3573,4574,4725,5113,6399,2159
SLC44A2,10830,15379,17576,25503,15322,9027
SLC44A3,100,301,271,348,451,307
SLC44A3-AS1,19,92,46,64,145,321
SLC44A4,22,11,2,16,15,10
SLC44A5,12,15,39,65,158,64
SLC45A1,288,376,699,609,644,261
SLC45A2,0,0,0,4,0,10
SLC45A3,382,281,490,766,931,1104
SLC45A4,828,1168,2225,2441,1227,851
SLC46A1,249,430,345,634,683,630
SLC46A2,28,6,8,15,16,26
SLC46A3,906,898,902,1921,1864,1604
SLC47A1,281,1590,405,532,98,348
SLC47A2,5,5,5,9,8,18
SLC48A1,2712,3437,3977,5284,4197,3067
SLC4A1,3,2,5,4,83,10
SLC4A10,5,0,0,12,23,42
SLC4A11,145,33,31,70,131,51
SLC4A1AP,1551,1324,1751,1594,1747,1193
SLC4A2,2507,4542,7018,4971,4923,3536
SLC4A3,18342,1184,1372,959,2147,654
SLC4A4,388,185,234,787,309,148
SLC4A5,117,159,135,298,481,324
SLC4A7,1583,2453,3368,5202,3082,3364
SLC4A8,36,27,22,45,36,114
SLC4A9,8,2,2,3,61,14
SLC50A1,706,1430,981,795,1051,1153
SLC51A,185,100,103,105,172,169
SLC51B,39,173,177,94,89,70
SLC52A1,1,2,4,9,5,8
SLC52A2,1062,2455,2153,1573,1693,1527
SLC52A3,1077,72,84,269,1439,286
SLC5A1,3112,0,0,4,34,2
SLC5A10,7,8,6,8,43,31
SLC5A11,18,6,3,2,11,8
SLC5A12,20,4,4,30,82,23
SLC5A2,4,6,3,15,3,7
SLC5A4,126,39,21,40,214,145
SLC5A5,1,2,2,0,0,22
SLC5A6,1316,2669,2190,1255,2562,1489
SLC5A7,0,0,2,24,16,12
SLC5A8,0,0,0,2,0,0
SLC5A9,71,75,107,99,86,84
SLC6A1,424,707,344,1009,2566,704
SLC6A10P,6,2,0,0,0,0
SLC6A11,2,26,2,0,91,0
SLC6A12,43,5,10,41,100,44
SLC6A13,84,1,8,10,6,33
SLC6A15,0,7,12,14,38,10
SLC6A16,209,264,629,1549,756,490
SLC6A17,22,700,766,254,68,25
SLC6A18,0,0,0,0,0,0
SLC6A19,0,2,0,4,0,2
SLC6A1-AS1,5,14,3,6,24,2
SLC6A2,42,2,12,16,79,50
SLC6A20,22,10,4,0,5,2
SLC6A3,8,66,25,0,10,52
SLC6A4,64,30,12,10,361,88
SLC6A5,0,0,0,0,0,0
SLC6A6,3746,834,1928,2253,5303,2814
SLC6A7,10,121,56,62,54,12
SLC6A8,5851,3179,3624,5201,3135,1162
SLC6A9,373,1358,643,419,551,1065
SLC7A1,1419,3602,2565,868,1656,1291
SLC7A10,196,84,247,35,855,453
SLC7A11,42,278,18,45,53,134
SLC7A11-AS1,4,10,0,0,0,2
SLC7A13,2,0,0,0,0,0
SLC7A14,1,2,15,12,31,4
SLC7A2,6825,7899,5520,10777,6363,2607
SLC7A3,0,0,0,0,2,0
SLC7A4,14,26,144,113,701,43
SLC7A5,544,3427,676,190,2827,493
SLC7A6,1493,1249,1195,866,2271,1455
SLC7A6OS,249,216,307,322,343,313
SLC7A7,1278,1073,1227,2751,1214,1455
SLC7A8,1350,2195,3911,3361,2682,1095
SLC7A9,28,17,32,27,53,14
SLC8A1,10326,1198,2154,2251,4362,1060
SLC8A1-AS1,3,0,0,0,7,8
SLC8A2,40,60,133,64,50,40
SLC8A3,14,14,16,21,40,58
SLC8B1,1995,2053,1972,2593,3204,3105
SLC9A1,1876,2444,2169,2725,2903,2125
SLC9A2,14,0,4,1,1,10
SLC9A3,90,65,54,76,112,73
SLC9A3R1,710,653,742,550,811,1232
SLC9A3R2,26285,3978,5525,8382,16427,5739
SLC9A4,0,0,3,0,0,0
SLC9A5,259,87,108,239,224,369
SLC9A6,1275,1033,1528,1668,1880,840
SLC9A7,126,82,41,62,38,52
SLC9A7P1,32,20,44,119,91,39
SLC9A8,1702,1454,1879,3588,2788,2744
SLC9A9,685,750,1154,1757,2467,1429
SLC9A9-AS1,0,0,0,0,0,0
SLC9B1,23,25,18,35,44,42
SLC9B2,628,1518,1095,965,1227,833
SLC9C1,29,2,8,13,13,57
SLC9C2,2,1,0,0,4,4
SLCO1A2,0,0,0,0,10,1
SLCO1B1,0,0,2,2,0,0
SLCO1B3,9,0,2,4,10,0
SLCO1B7,0,0,0,0,2,0
SLCO1C1,120,36,26,107,76,222
SLCO2A1,11025,6964,2962,5404,18355,8296
SLCO2B1,3862,3245,2959,4745,8582,5922
SLCO3A1,2046,2441,2900,2706,3511,2602
SLCO4A1,3542,1466,2610,475,3913,811
SLCO4A1-AS1,66,56,88,8,117,22
SLCO4C1,3,2,8,4,14,19
SLCO5A1,590,266,334,1026,8,124
SLCO6A1,0,0,2,2,2,4
SLED1,10,34,18,2,2,0
SLF1,385,227,221,288,409,318
SLF2,2711,1727,2162,2344,3462,3367
SLFN11,4496,2059,2585,3005,9985,5531
SLFN12,509,216,242,537,689,667
SLFN12L,67,8,16,83,45,116
SLFN13,453,146,116,426,1108,1342
SLFN14,7,2,1,2,8,17
SLFN5,4158,1921,1682,2952,4984,4060
SLFNL1,60,210,582,209,75,124
SLIRP,1323,1291,1418,1189,1120,796
SLIT1,37,35,28,93,87,62
SLIT1-AS1,0,0,0,0,0,0
SLIT2,1017,1889,2223,2437,3519,1948
SLIT2-IT1,0,0,0,0,1,3
SLIT3,5592,8384,16836,17173,23872,12525
SLITRK1,10,0,2,4,26,30
SLITRK2,232,232,178,52,188,220
SLITRK3,0,4,12,24,8,46
SLITRK4,158,276,306,442,846,420
SLITRK5,85,52,82,50,223,62
SLITRK6,26,8,18,58,16,60
SLK,4445,5492,7217,7650,6716,3672
SLMAP,9464,7003,13625,10668,10006,4403
SLN,47,81,145,12,2755,44
SLPI,174,1374,934,1579,327,1147
SLTM,5083,5253,6200,6005,6294,5899
SLU7,2193,1263,2368,3359,3327,1605
SLURP1,2,0,4,4,0,2
LOC105369236,2,0,1,1,1,2
SLX4,585,563,670,663,1026,762
SLX4IP,72,28,40,44,69,47
SMAD1,537,612,464,550,729,768
SMAD1-AS2,2,0,0,2,4,4
SMAD2,3006,3246,4010,4664,5150,3033
SMAD3,2882,4715,5074,5071,5162,5676
SMAD4,4378,3999,5198,5305,6374,4230
SMAD5,3071,3034,3331,4306,4973,3106
SMAD5-AS1,1,2,2,8,9,6
SMAD6,822,2733,5890,2840,2776,1047
SMAD7,1405,5708,11467,5482,6529,1801
SMAD9,1067,2146,3000,2781,3270,1829
SMAGP,522,250,255,339,558,457
SMAP1,377,360,486,346,431,188
SMAP2,2838,2188,2227,3099,5678,3538
SMARCA1,2845,3703,3522,4024,3588,2574
SMARCA2,5976,7796,9517,8213,10385,6562
SMARCA4,3601,6411,6091,4272,4423,3880
SMARCA5,4367,3621,4781,6037,6715,3954
SMARCAD1,1521,1468,1615,2279,2561,2157
SMARCAL1,873,902,1386,1437,1239,892
SMARCB1,1922,2481,2943,2137,2478,1775
